transaction_id,customer_id,purchase_datetime,product_id,product_name,category,quantity,unit_price,line_total,payment_method,store_branch
TXN00497,CUS0091,2025-12-08 15:36:41,P024,เข็มขัดหนัง,เข็มขัด,1,490,490,โอนเงิน/พร้อมเพย์,สาขาสยาม
TXN00498,CUS0091,2026-05-12 12:05:01,P001,เสื้อยืดคอกลม สีขาว,เสื้อยืด,2,259,518,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00496,CUS0091,2026-05-15 17:38:25,P028,กางเกงสแล็คทำงาน,กางเกงสแล็ค,1,790,790,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00495,CUS0091,2026-05-16 12:03:55,P011,เดรสลายดอก,เดรส,2,890,1780,LINE Pay,สาขาสยาม
TXN00499,CUS0091,2026-08-23 11:22:52,P021,กระเป๋าเป้,กระเป๋า,1,1190,1190,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00500,CUS0091,2026-08-27 20:37:55,P016,สเวตเตอร์ถักไหมพรม,สเวตเตอร์,2,850,1700,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00504,CUS0092,2024-05-09 11:03:34,P024,เข็มขัดหนัง,เข็มขัด,1,490,490,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00506,CUS0092,2024-07-05 18:01:22,P009,กระโปรงจีบ สีดำ,กระโปรง,3,690,2070,บัตรเครดิต,ออนไลน์
TXN00505,CUS0092,2024-08-15 14:38:23,P020,กระเป๋าสะพายข้าง,กระเป๋า,3,990,2970,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00507,CUS0092,2024-10-18 20:58:22,P023,หมวกบักเก็ต,หมวก,2,390,780,LINE Pay,ออนไลน์
TXN00508,CUS0092,2025-06-02 10:06:42,P016,สเวตเตอร์ถักไหมพรม,สเวตเตอร์,1,850,850,เงินสด,สาขาสยาม
TXN00503,CUS0092,2025-08-20 12:40:14,P008,กางเกงขาสั้นผ้าฝ้าย,กางเกงขาสั้น,1,450,450,LINE Pay,สาขาสยาม
TXN00510,CUS0092,2025-09-17 16:58:58,P021,กระเป๋าเป้,กระเป๋า,3,1190,3570,LINE Pay,สาขาเซ็นทรัลเวิลด์
TXN00509,CUS0092,2025-11-08 20:55:22,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,3,259,777,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00502,CUS0092,2026-07-28 14:08:16,P011,เดรสลายดอก,เดรส,3,890,2670,เงินสด,ออนไลน์
TXN00501,CUS0092,2026-09-07 21:29:35,P019,รองเท้าแตะ,รองเท้า,2,350,700,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00511,CUS0093,2026-08-01 21:27:15,P009,กระโปรงจีบ สีดำ,กระโปรง,1,690,690,บัตรเครดิต,สาขาเชียงใหม่
TXN00514,CUS0094,2023-12-25 17:55:57,P014,แจ็คเก็ตกันหนาว,แจ็คเก็ต,2,1590,3180,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00512,CUS0094,2024-10-21 17:13:36,P011,เดรสลายดอก,เดรส,2,890,1780,บัตรเครดิต,ออนไลน์
TXN00515,CUS0094,2025-11-19 19:38:28,P021,กระเป๋าเป้,กระเป๋า,2,1190,2380,บัตรเครดิต,สาขาสยาม
TXN00513,CUS0094,2026-08-24 12:52:19,P025,ถุงเท้าลายการ์ตูน (แพ็ค 3),ถุงเท้า,2,199,398,โอนเงิน/พร้อมเพย์,สาขาสยาม
TXN00517,CUS0095,2022-07-07 11:09:58,P029,แว่นกันแดด,แอคเซสซอรี่,3,450,1350,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00518,CUS0095,2023-03-22 18:47:22,P024,เข็มขัดหนัง,เข็มขัด,2,490,980,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00516,CUS0095,2024-11-02 12:27:55,P028,กางเกงสแล็คทำงาน,กางเกงสแล็ค,1,790,790,บัตรเครดิต,สาขาเชียงใหม่
TXN00519,CUS0095,2026-03-16 16:05:26,P012,เดรสสีพื้น แขนกุด,เดรส,2,750,1500,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00520,CUS0096,2023-06-27 10:08:32,P029,แว่นกันแดด,แอคเซสซอรี่,3,450,1350,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00522,CUS0096,2023-10-06 11:07:31,P019,รองเท้าแตะ,รองเท้า,2,350,700,บัตรเครดิต,ออนไลน์
TXN00525,CUS0096,2023-10-22 14:45:11,P021,กระเป๋าเป้,กระเป๋า,1,1190,1190,เงินสด,สาขาเชียงใหม่
TXN00523,CUS0096,2024-05-27 13:43:34,P008,กางเกงขาสั้นผ้าฝ้าย,กางเกงขาสั้น,1,450,450,บัตรเครดิต,สาขาสยาม
TXN00524,CUS0096,2025-05-20 17:58:04,P007,กางเกงยีนส์ขาเดฟ,กางเกงยีนส์,3,950,2850,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00521,CUS0096,2025-10-24 21:06:46,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,3,259,777,เงินสด,สาขาสยาม
TXN00527,CUS0097,2024-07-19 18:21:44,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,3,259,777,LINE Pay,สาขาเชียงใหม่
TXN00526,CUS0097,2024-12-31 14:00:20,P003,เสื้อโปโล สีกรม,เสื้อโปโล,3,399,1197,เงินสด,ออนไลน์
TXN00529,CUS0097,2025-02-16 16:51:09,P017,รองเท้าผ้าใบสีขาว,รองเท้า,2,1290,2580,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00528,CUS0097,2025-05-02 15:34:26,P007,กางเกงยีนส์ขาเดฟ,กางเกงยีนส์,2,950,1900,LINE Pay,สาขาเซ็นทรัลเวิลด์
TXN00530,CUS0097,2025-10-11 14:44:39,P014,แจ็คเก็ตกันหนาว,แจ็คเก็ต,3,1590,4770,LINE Pay,สาขาเซ็นทรัลเวิลด์
TXN00531,CUS0098,2023-07-07 21:03:25,P022,หมวกแก๊ป,หมวก,3,350,1050,TrueMoney Wallet,สาขาเชียงใหม่
TXN00534,CUS0098,2025-06-13 15:45:04,P027,เสื้อแขนยาวลายสก็อต,เสื้อเชิ้ต,1,620,620,LINE Pay,สาขาเชียงใหม่
TXN00532,CUS0098,2025-10-22 18:42:20,P004,เสื้อเชิ้ตลายทาง,เสื้อเชิ้ต,3,590,1770,LINE Pay,สาขาสยาม
TXN00533,CUS0098,2025-12-18 18:21:37,P003,เสื้อโปโล สีกรม,เสื้อโปโล,2,399,798,TrueMoney Wallet,ออนไลน์
TXN00543,CUS0099,2023-04-30 17:40:30,P008,กางเกงขาสั้นผ้าฝ้าย,กางเกงขาสั้น,3,450,1350,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00538,CUS0099,2023-09-01 12:52:42,P011,เดรสลายดอก,เดรส,3,890,2670,LINE Pay,สาขาเซ็นทรัลเวิลด์
TXN00537,CUS0099,2023-11-07 18:10:52,P027,เสื้อแขนยาวลายสก็อต,เสื้อเชิ้ต,3,620,1860,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00536,CUS0099,2023-12-11 12:04:59,P030,สร้อยคอเงิน,แอคเซสซอรี่,3,690,2070,TrueMoney Wallet,สาขาเชียงใหม่
TXN00535,CUS0099,2024-03-04 17:54:46,P022,หมวกแก๊ป,หมวก,2,350,700,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00541,CUS0099,2024-09-13 20:51:33,P018,รองเท้าผ้าใบลายพราง,รองเท้า,2,1390,2780,TrueMoney Wallet,สาขาเชียงใหม่
TXN00540,CUS0099,2024-12-31 12:44:16,P021,กระเป๋าเป้,กระเป๋า,1,1190,1190,LINE Pay,สาขาสยาม
TXN00539,CUS0099,2026-05-11 10:20:24,P003,เสื้อโปโล สีกรม,เสื้อโปโล,3,399,1197,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00542,CUS0099,2026-06-01 11:17:25,P029,แว่นกันแดด,แอคเซสซอรี่,2,450,900,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00544,CUS0099,2026-07-08 12:23:31,P020,กระเป๋าสะพายข้าง,กระเป๋า,1,990,990,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00546,CUS0100,2024-05-04 13:16:53,P017,รองเท้าผ้าใบสีขาว,รองเท้า,2,1290,2580,LINE Pay,สาขาสยาม
TXN00545,CUS0100,2024-05-12 10:37:11,P012,เดรสสีพื้น แขนกุด,เดรส,3,750,2250,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00548,CUS0100,2024-07-14 19:49:23,P026,ชุดออกกำลังกาย เซ็ต,ชุดกีฬา,2,1050,2100,เงินสด,ออนไลน์
TXN00549,CUS0100,2024-12-18 10:45:48,P013,แจ็คเก็ตยีนส์,แจ็คเก็ต,2,1290,2580,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00553,CUS0100,2025-01-13 16:33:26,P007,กางเกงยีนส์ขาเดฟ,กางเกงยีนส์,2,950,1900,LINE Pay,สาขาสยาม
TXN00551,CUS0100,2026-02-25 12:59:39,P001,เสื้อยืดคอกลม สีขาว,เสื้อยืด,2,259,518,บัตรเครดิต,สาขาเชียงใหม่
TXN00554,CUS0100,2026-03-26 19:29:59,P024,เข็มขัดหนัง,เข็มขัด,1,490,490,LINE Pay,ออนไลน์
TXN00547,CUS0100,2026-06-22 17:54:05,P011,เดรสลายดอก,เดรส,3,890,2670,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00550,CUS0100,2026-07-17 19:51:16,P009,กระโปรงจีบ สีดำ,กระโปรง,2,690,1380,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00552,CUS0100,2026-08-22 13:21:55,P018,รองเท้าผ้าใบลายพราง,รองเท้า,1,1390,1390,เงินสด,สาขาสยาม
